Product_Name,Size,Milk,Whip,Serving_Size,Calories,Total_Fat(g),Saturated_Fat(g),Trans_Fat(g),Cholesterol(mg),Sodium_mg,Carbohydrates(g),Dietary_Fiber(g),Sugar(g),Protein(g),Vitamin_A(%DV),Vitamin_C(%DV),Calcium(%DV),Iron(%DV),Caffiene_mg
Oprah Cinnamon Chai Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1
Oprah Cinnamon Chai Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1
Oprah Cinnamon Chai Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Oprah Cinnamon Chai Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Oprah Cinnamon Chai Latte,Short,Nonfat,No Whip,236,80.0,0.1,0.1,0.0,0.0,45,17,0,16.0,4.0,6,0,10,0,25
Oprah Cinnamon Chai Latte,Short,2%,No Whip,236,100.0,2.0,1.5,0.1,10.0,50,16,0,15.0,3.0,6,0,10,0,25
Oprah Cinnamon Chai Latte,Short,Whole,No Whip,236,110.0,3.5,2.0,0.1,10.0,50,16,0,15.0,3.0,4,0,10,0,25
Oprah Cinnamon Chai Latte,Short,Soy,No Whip,236,90.0,1.5,0.2,0.0,0.0,40,15,0,13.0,3.0,4,0,10,6,25
Oprah Cinnamon Chai Latte,Short,Coconut,No Whip,236,80.0,2.5,2.5,0.0,0.0,45,15,0,14.0,0.2,0,0,0,0,25
Oprah Cinnamon Chai Latte,Tall,Nonfat,No Whip,354,130.0,0.1,0.1,0.0,5.0,70,25,0,23.0,5.0,10,0,20,0,40
Oprah Cinnamon Chai Latte,Tall,2%,No Whip,354,150.0,3.0,2.0,0.1,15.0,80,25,0,23.0,5.0,8,0,20,0,40
Oprah Cinnamon Chai Latte,Tall,Whole,No Whip,354,170.0,5.0,3.0,0.2,15.0,70,25,0,23.0,5.0,8,0,15,0,40
Oprah Cinnamon Chai Latte,Tall,Soy,No Whip,354,130.0,2.5,0.3,0.0,0.0,60,22,1,19.0,4.0,6,0,20,8,40
Oprah Cinnamon Chai Latte,Tall,Coconut,No Whip,354,130.0,3.5,3.5,0.0,0.0,70,22,0,21.0,0.4,0,0,0,0,40
Oprah Cinnamon Chai Latte,Grande,Nonfat,No Whip,473,170.0,0.2,0.1,0.0,5.0,90,33,0,31.0,7.0,15,0,25,0,50
Oprah Cinnamon Chai Latte,Grande,2%,No Whip,473,200.0,4.0,2.5,0.2,15.0,100,33,0,31.0,7.0,10,0,25,0,50
Oprah Cinnamon Chai Latte,Grande,Whole,No Whip,473,220.0,7.0,4.0,0.2,20.0,95,33,0,31.0,7.0,10,0,20,2,50
Oprah Cinnamon Chai Latte,Grande,Soy,No Whip,473,170.0,3.0,0.4,0.0,0.0,80,29,1,25.0,6.0,8,0,25,10,50
Oprah Cinnamon Chai Latte,Grande,Coconut,No Whip,473,170.0,4.5,4.5,0.0,0.0,90,30,0,28.0,0.5,0,0,0,0,50
Oprah Cinnamon Chai Latte,Venti®,Nonfat,No Whip,591,210.0,0.2,0.1,0.0,5.0,115,41,0,39.0,9.0,15,0,30,0,65
Oprah Cinnamon Chai Latte,Venti®,2%,No Whip,591,250.0,5.0,3.5,0.2,20.0,130,41,0,38.0,9.0,15,0,30,0,65
Oprah Cinnamon Chai Latte,Venti®,Whole,No Whip,591,280.0,9.0,5.0,0.3,25.0,120,41,0,38.0,8.0,10,0,25,0,65
Oprah Cinnamon Chai Latte,Venti®,Soy,No Whip,591,220.0,4.0,0.5,0.0,0.0,100,36,1,32.0,7.0,10,0,30,15,65
Oprah Cinnamon Chai Latte,Venti®,Coconut,No Whip,591,210.0,6.0,6.0,0.0,0.0,115,37,0,34.0,1.0,0,0,0,0,65
Iced Oprah Cinnamon Chai Latte,Tall,Nonfat,No Whip,354,120.0,0.1,0.1,0.0,5.0,70,24,0,23.0,5.0,10,0,15,0,40
Iced Oprah Cinnamon Chai Latte,Tall,2%,No Whip,354,150.0,3.0,2.0,0.1,10.0,75,24,0,23.0,5.0,8,0,15,0,40
Iced Oprah Cinnamon Chai Latte,Tall,Whole,No Whip,354,160.0,5.0,3.0,0.1,15.0,70,24,0,23.0,5.0,8,0,15,0,40
Iced Oprah Cinnamon Chai Latte,Tall,Soy,No Whip,354,130.0,2.5,0.3,0.0,0.0,65,22,1,19.0,4.0,6,0,20,8,40
Iced Oprah Cinnamon Chai Latte,Tall,Coconut,No Whip,354,120.0,3.5,3.0,0.0,0.0,65,22,0,20.0,0.3,0,0,0,0,40
Iced Oprah Cinnamon Chai Latte,Grande,Nonfat,No Whip,473,170.0,0.2,0.1,0.0,5.0,95,33,0,31.0,7.0,15,0,25,0,50
Iced Oprah Cinnamon Chai Latte,Grande,2%,No Whip,473,200.0,4.0,2.5,0.2,15.0,105,33,0,31.0,7.0,10,0,25,0,50
Iced Oprah Cinnamon Chai Latte,Grande,Whole,No Whip,473,220.0,7.0,4.0,0.2,20.0,95,33,0,31.0,7.0,10,0,20,0,50
Iced Oprah Cinnamon Chai Latte,Grande,Soy,No Whip,473,180.0,3.5,0.4,0.0,0.0,85,29,1,26.0,6.0,8,0,25,10,50
Iced Oprah Cinnamon Chai Latte,Grande,Coconut,No Whip,473,170.0,4.5,4.5,0.0,0.0,90,30,0,27.0,0.5,0,0,0,0,50
Iced Oprah Cinnamon Chai Latte,Venti®,Nonfat,No Whip,709,240.0,0.2,0.2,0.0,5.0,130,48,0,45.0,10.0,20,0,35,0,75
Iced Oprah Cinnamon Chai Latte,Venti®,2%,No Whip,709,290.0,6.0,3.5,0.2,25.0,150,48,0,45.0,10.0,15,0,30,0,75
Iced Oprah Cinnamon Chai Latte,Venti®,Whole,No Whip,709,320.0,9.0,5.0,0.3,30.0,135,48,0,45.0,9.0,15,0,30,0,75
Iced Oprah Cinnamon Chai Latte,Venti®,Soy,No Whip,709,260.0,4.5,0.5,0.0,0.0,120,43,1,38.0,8.0,10,0,35,15,75
Iced Oprah Cinnamon Chai Latte,Venti®,Coconut,No Whip,709,240.0,6.0,6.0,0.0,0.0,125,44,0,40.0,1.0,0,0,0,0,75
Passion Tango Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Passion Tango Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Passion Tango Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Passion Tango Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Iced Passion Tango tea,Tall,No Milk,No Whip,354,60.0,0.0,0.0,0.0,0.0,5,15,0,15.0,0.0,0,0,0,0,0
Iced Passion Tango tea,Grande,No Milk,No Whip,473,80.0,0.0,0.0,0.0,0.0,10,20,0,20.0,0.0,0,0,0,0,0
Iced Passion Tango tea,Venti®,No Milk,No Whip,709,120.0,0.0,0.0,0.0,0.0,15,30,0,30.0,0.0,0,0,2,0,0
Iced Passion Tango tea,Trenta,No Milk,No Whip,887,140.0,0.0,0.0,0.0,0.0,20,35,0,34.0,0.0,0,0,2,0,0
Iced Passion Tango Tea Lemonade,Tall,No Milk,No Whip,354,90.0,0.0,0.0,0.0,0.0,5,24,0,24.0,0.1,0,10,0,0,0
Iced Passion Tango Tea Lemonade,Grande,No Milk,No Whip,473,120.0,0.0,0.0,0.0,0.0,5,32,0,32.0,0.1,0,15,0,0,0
Iced Passion Tango Tea Lemonade,Venti®,No Milk,No Whip,709,190.0,0.0,0.0,0.0,0.0,10,48,0,47.0,0.1,0,20,2,0,0
Iced Passion Tango Tea Lemonade,Trenta,No Milk,No Whip,887,220.0,0.0,0.0,0.0,0.0,10,58,0,57.0,0.1,0,25,2,0,0
Peach Iced Green Tea,Tall,No Milk,No Whip,354,60.0,0.1,0.0,0.0,0.0,0,15,0,15.0,0.0,0,0,0,0,20
Peach Iced Green Tea,Grande,No Milk,No Whip,473,80.0,0.2,0.0,0.0,0.0,0,20,0,20.0,0.0,0,0,0,0,25
Peach Iced Green Tea,Venti®,No Milk,No Whip,709,130.0,0.3,0.0,0.0,0.0,2,31,0,30.0,0.0,0,0,0,0,40
Peach Iced Green Tea,Trenta,No Milk,No Whip,887,150.0,0.3,0.0,0.0,0.0,2,36,0,35.0,0.0,0,0,0,0,50
Peach Iced Green Tea Lemonade,Tall,No Milk,No Whip,354,100.0,0.1,0.0,0.0,0.0,0,25,0,24.0,0.1,0,10,0,0,20
Peach Iced Green Tea Lemonade,Grande,No Milk,No Whip,473,130.0,0.2,0.0,0.0,0.0,1,33,0,32.0,0.1,0,15,0,0,25
Peach Iced Green Tea Lemonade,Venti®,No Milk,No Whip,709,190.0,0.3,0.0,0.0,0.0,2,49,0,48.0,0.1,0,20,0,0,40
Peach Iced Green Tea Lemonade,Trenta,No Milk,No Whip,887,240.0,0.3,0.0,0.0,0.0,2,60,0,59.0,0.1,0,25,0,0,50
Peach Tranquility Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Peach Tranquility Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Peach Tranquility Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Peach Tranquility Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0
Youthberry Brewed Tea,Short,No Milk,No Whip,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1
Youthberry Brewed Tea,Tall,No Milk,No Whip,354,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,1
Youthberry Brewed Tea,Grande,No Milk,No Whip,473,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Youthberry Brewed Tea,Venti®,No Milk,No Whip,591,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,16
Cool Lime Starbucks RefreshersTM Beverage,Tall,No Milk,No Whip,354,60.0,0.0,0.0,0.0,0.0,2,14,0,14.0,0.1,0,90,0,0,35
Cool Lime Starbucks RefreshersTM Beverage,Grande,No Milk,No Whip,473,70.0,0.0,0.0,0.0,0.0,2,19,0,18.0,0.1,0,120,0,0,45
Cool Lime Starbucks RefreshersTM Beverage,Trenta,No Milk,No Whip,887,150.0,0.0,0.0,0.0,0.0,4,37,0,36.0,0.3,0,240,0,0,90
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Tall,No Milk,No Whip,354,70.0,0.1,0.0,0.0,0.0,2,18,1,15.0,0.1,0,90,0,2,35
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Grande,No Milk,No Whip,473,90.0,0.1,0.0,0.0,0.0,3,22,1,20.0,0.1,0,110,0,2,45
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Venti®,No Milk,No Whip,709,130.0,0.1,0.0,0.0,0.0,4,32,1,29.0,0.2,0,170,2,2,70
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Trenta,No Milk,No Whip,887,180.0,0.2,0.0,0.0,0.0,5,44,3,40.0,0.3,0,230,2,2,90
Chocolate Smoothie,Grande,Nonfat,No Whip,473,300.0,2.5,1.5,0.0,5.0,160,53,8,34.0,20.0,10,15,20,25,20
Chocolate Smoothie,Grande,2%,No Whip,473,320.0,5.0,3.0,0.1,15.0,170,53,8,34.0,20.0,10,15,20,25,20
Chocolate Smoothie,Grande,Whole,No Whip,473,340.0,7.0,4.0,0.1,15.0,160,53,8,34.0,20.0,8,15,20,25,20
Chocolate Smoothie,Grande,Coconut,No Whip,473,290.0,5.0,4.0,0.0,5.0,150,51,8,32.0,15.0,0,15,4,25,20
Orange Mango Smoothie,Grande,Nonfat,No Whip,473,260.0,1.0,0.3,0.0,5.0,120,54,6,37.0,16.0,50,80,10,6,0
Orange Mango Smoothie,Grande,2%,No Whip,473,270.0,1.5,0.5,0.0,5.0,125,53,6,37.0,16.0,50,80,10,6,0
Orange Mango Smoothie,Grande,Whole,No Whip,473,280.0,2.5,1.0,0.0,5.0,120,53,6,37.0,16.0,50,80,8,6,0
Orange Mango Smoothie,Grande,Soy,No Whip,473,270.0,1.5,0.4,0.0,5.0,120,53,6,36.0,15.0,50,80,10,8,0
Orange Mango Smoothie,Grande,Coconut,No Whip,473,260.0,1.5,1.0,0.0,5.0,120,53,6,36.0,14.0,45,80,4,6,0
Strawberry Smoothie,Grande,Nonfat,No Whip,473,290.0,1.0,0.3,0.0,5.0,125,60,7,41.0,16.0,4,35,10,10,0
Strawberry Smoothie,Grande,2%,No Whip,473,300.0,2.0,1.0,0.0,5.0,130,60,7,41.0,16.0,4,35,10,10,0
Strawberry Smoothie,Grande,Whole,No Whip,473,300.0,2.5,1.0,0.0,10.0,125,60,7,41.0,15.0,4,35,10,10,0
Strawberry Smoothie,Grande,Soy,No Whip,473,290.0,1.5,0.4,0.0,5.0,125,59,7,40.0,15.0,2,35,10,15,0
Strawberry Smoothie,Grande,Coconut,No Whip,473,290.0,2.0,1.0,0.0,5.0,125,59,7,41.0,14.0,0,35,6,10,0
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,200.0,0.1,0.1,0.0,0.0,150,47,0,46.0,3.0,4,0,8,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,280.0,8.0,5.0,0.2,30.0,160,50,0,48.0,3.0,15,0,10,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,2%,No Whip,354,210.0,1.5,1.0,0.0,5.0,160,47,0,46.0,3.0,4,0,8,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,2%,Whip,354,290.0,10.0,6.0,0.3,35.0,170,50,0,48.0,3.0,15,0,10,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Whole,Whip,354,300.0,11.0,6.0,0.3,35.0,160,50,0,48.0,3.0,15,0,10,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,200.0,1.5,0.2,0.0,0.0,150,46,0,44.0,2.0,4,0,10,4,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Soy,Whip,354,290.0,9.0,5.0,0.2,30.0,160,48,0,46.0,3.0,10,0,10,4,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,200.0,1.5,1.5,0.0,0.0,150,47,0,45.0,0.4,0,0,0,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,280.0,10.0,7.0,0.2,30.0,160,49,0,47.0,1.0,10,0,2,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,290.0,0.1,0.1,0.0,0.0,220,69,0,67.0,4.0,6,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,400.0,11.0,7.0,0.3,45.0,230,72,0,69.0,4.0,20,0,15,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,2%,No Whip,473,300.0,2.0,1.0,0.1,10.0,220,68,0,67.0,4.0,6,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,2%,Whip,473,420.0,13.0,8.0,0.4,50.0,230,72,0,69.0,4.0,20,0,15,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,310.0,3.0,2.0,0.1,10.0,220,68,0,67.0,3.0,4,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Whole,Whip,473,430.0,14.0,9.0,0.4,50.0,230,72,0,69.0,4.0,15,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,290.0,1.5,0.2,0.0,0.0,210,67,1,64.0,3.0,4,0,10,6,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Soy,Whip,473,410.0,13.0,7.0,0.3,40.0,220,70,1,67.0,4.0,15,0,15,6,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,290.0,2.0,2.0,0.0,0.0,210,68,0,66.0,0.5,0,0,0,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,400.0,13.0,9.0,0.3,40.0,220,71,0,69.0,1.0,15,0,2,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,370.0,0.2,0.1,0.0,5.0,290,88,0,86.0,5.0,8,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,490.0,11.0,7.0,0.3,45.0,300,92,0,88.0,6.0,20,0,20,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,400.0,3.0,1.5,0.1,10.0,290,88,0,86.0,5.0,8,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,2%,Whip,709,510.0,14.0,8.0,0.4,55.0,300,91,0,88.0,6.0,20,0,20,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,410.0,5.0,2.5,0.1,15.0,290,88,0,86.0,5.0,6,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,530.0,16.0,10.0,0.5,55.0,300,91,0,88.0,6.0,20,0,15,2,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,380.0,2.5,0.3,0.0,0.0,280,86,1,82.0,4.0,6,0,15,8,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,500.0,14.0,7.0,0.3,40.0,290,89,1,85.0,5.0,20,0,20,8,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,380.0,3.0,3.0,0.0,0.0,280,87,0,84.0,1.0,0,0,0,0,125
Caffè Vanilla Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,490.0,14.0,10.0,0.3,40.0,290,90,0,87.0,1.0,15,0,2,0,125
Caramel Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,180.0,0.1,0.0,0.0,0.0,160,42,0,42.0,3.0,4,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,280.0,9.0,5.0,0.2,35.0,180,47,0,47.0,3.0,15,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,2%,No Whip,354,190.0,1.5,1.0,0.1,5.0,170,42,0,42.0,3.0,4,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,2%,Whip,354,290.0,10.0,6.0,0.3,40.0,180,47,0,46.0,3.0,15,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,200.0,2.5,1.5,0.1,10.0,160,42,0,42.0,3.0,4,0,8,0,70
Caramel Frappuccino® Blended Beverage,Tall,Whole,Whip,354,300.0,11.0,7.0,0.3,40.0,180,47,0,46.0,3.0,15,0,10,0,70
Caramel Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,190.0,1.5,0.2,0.0,0.0,160,41,0,40.0,2.0,4,0,10,4,70
Caramel Frappuccino® Blended Beverage,Tall,Soy,Whip,354,280.0,10.0,6.0,0.2,30.0,170,46,0,45.0,3.0,15,0,10,4,70
Caramel Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,180.0,2.0,1.5,0.0,0.0,160,41,0,40.0,0.4,0,0,0,0,70
Caramel Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,280.0,10.0,7.0,0.2,30.0,170,46,0,45.0,1.0,10,0,2,0,70
Caramel Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,260.0,0.1,0.1,0.0,0.0,230,60,0,60.0,4.0,6,0,10,0,100
Caramel Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,390.0,12.0,8.0,0.3,45.0,240,67,0,66.0,4.0,20,0,15,0,100
Caramel Frappuccino® Blended Beverage,Grande,2%,No Whip,473,270.0,2.0,1.5,0.1,10.0,230,60,0,60.0,4.0,6,0,10,0,100
Caramel Frappuccino® Blended Beverage,Grande,2%,Whip,473,410.0,14.0,9.0,0.4,50.0,250,67,0,66.0,4.0,20,0,15,0,100
Caramel Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,280.0,3.5,2.0,0.1,10.0,230,60,0,60.0,3.0,4,0,10,0,100
Caramel Frappuccino® Blended Beverage,Grande,Whole,Whip,473,420.0,15.0,9.0,0.4,55.0,250,67,0,66.0,4.0,20,0,15,0,100
Caramel Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,260.0,1.5,0.2,0.0,0.0,220,59,0,57.0,3.0,4,0,10,6,100
Caramel Frappuccino® Blended Beverage,Grande,Soy,Whip,473,400.0,14.0,8.0,0.3,45.0,240,65,0,63.0,4.0,15,0,15,6,100
Caramel Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,260.0,2.0,2.0,0.0,0.0,220,59,0,58.0,0.5,0,0,0,0,100
Caramel Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,390.0,14.0,10.0,0.3,45.0,240,65,0,64.0,1.0,15,0,2,0,100
Caramel Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,340.0,0.1,0.1,0.0,5.0,300,79,0,78.0,5.0,10,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,470.0,12.0,8.0,0.3,45.0,320,85,0,84.0,6.0,25,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,360.0,3.0,2.0,0.1,10.0,310,78,0,78.0,5.0,8,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,2%,Whip,709,500.0,15.0,9.0,0.5,55.0,330,85,0,84.0,6.0,20,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,380.0,5.0,3.0,0.1,15.0,300,78,0,78.0,5.0,8,0,15,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,510.0,17.0,10.0,0.5,60.0,320,85,0,84.0,6.0,20,0,20,2,130
Caramel Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,350.0,2.5,0.3,0.0,0.0,290,76,1,74.0,5.0,6,0,20,8,130
Caramel Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,480.0,14.0,8.0,0.3,45.0,310,83,1,80.0,5.0,20,0,20,8,130
Caramel Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,340.0,3.5,3.0,0.0,0.0,300,76,0,75.0,1.0,0,0,2,0,130
Caramel Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,470.0,15.0,11.0,0.3,45.0,320,83,0,81.0,1.0,15,0,4,0,130
Coffee Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,160.0,0.1,0.0,0.0,0.0,160,36,0,36.0,3.0,4,0,10,0,70
Coffee Frappuccino® Blended Beverage,Tall,2%,No Whip,354,170.0,1.5,1.0,0.0,5.0,160,36,0,36.0,3.0,4,0,8,0,70
Coffee Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,180.0,2.5,1.5,0.1,10.0,160,36,0,36.0,3.0,4,0,8,0,70
Coffee Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,160.0,1.5,0.2,0.0,0.0,150,35,0,34.0,2.0,4,0,10,4,70
Coffee Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,160.0,2.0,1.5,0.0,0.0,150,36,0,35.0,0.4,0,0,0,0,70
Coffee Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,220.0,0.1,0.1,0.0,0.0,210,51,0,50.0,4.0,6,0,10,0,95
Coffee Frappuccino® Blended Beverage,Grande,2%,No Whip,473,230.0,2.0,1.0,0.1,10.0,220,50,0,50.0,3.0,6,0,10,0,95
Coffee Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,240.0,3.0,2.0,0.1,10.0,220,50,0,50.0,3.0,4,0,10,0,95
Coffee Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,220.0,1.5,0.2,0.0,0.0,210,49,0,47.0,3.0,4,0,10,6,95
Coffee Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,220.0,2.0,2.0,0.0,0.0,210,50,0,49.0,0.5,0,0,0,0,95
Coffee Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,310.0,0.1,0.1,0.0,5.0,300,70,0,69.0,6.0,10,0,20,2,130
Coffee Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,330.0,3.0,1.5,0.1,10.0,310,70,0,69.0,5.0,8,0,15,2,130
Coffee Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,350.0,5.0,3.0,0.2,15.0,300,70,0,69.0,5.0,8,0,15,2,130
Coffee Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,310.0,2.5,0.3,0.0,0.0,300,68,1,66.0,5.0,6,0,20,8,130
Coffee Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,310.0,3.5,3.0,0.0,0.0,300,69,0,68.0,1.0,0,0,0,0,135
Espresso Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,150.0,0.0,0.0,0.0,0.0,135,34,0,33.0,2.0,2,0,6,0,130
Espresso Frappuccino® Blended Beverage,Tall,2%,No Whip,354,150.0,1.0,0.5,0.0,5.0,140,34,0,33.0,2.0,2,0,6,0,130
Espresso Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,160.0,1.5,1.0,0.0,5.0,140,34,0,33.0,2.0,2,0,6,0,130
Espresso Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,150.0,1.0,0.1,0.0,0.0,135,33,0,31.0,2.0,2,0,6,2,130
Espresso Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,150.0,1.0,1.0,0.0,0.0,135,34,0,32.0,1.0,0,0,0,0,130
Espresso Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,210.0,0.1,0.0,0.0,0.0,200,50,0,49.0,3.0,4,0,8,0,165
Espresso Frappuccino® Blended Beverage,Grande,2%,No Whip,473,220.0,1.5,0.5,0.0,5.0,210,50,0,48.0,3.0,4,0,8,0,165
Espresso Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,230.0,2.5,1.5,0.1,5.0,200,50,0,48.0,3.0,4,0,8,0,165
Espresso Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,220.0,1.0,0.1,0.0,0.0,200,49,0,47.0,3.0,2,0,8,4,165
Espresso Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,220.0,1.5,1.5,0.0,0.0,200,50,0,48.0,1.0,0,0,0,0,165
Espresso Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,280.0,0.1,0.1,0.0,0.0,270,65,0,63.0,5.0,8,0,15,2,185
Espresso Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,300.0,2.5,1.0,0.1,10.0,280,65,0,63.0,5.0,6,0,15,0,185
Espresso Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,310.0,4.0,2.0,0.1,10.0,270,65,0,63.0,4.0,6,0,15,2,185
Espresso Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,290.0,2.0,0.3,0.0,0.0,270,63,1,60.0,4.0,4,0,15,6,185
